"variable","type","n_total","n_missing","mean","sd","min","q25","median","q75","max","unique","mode"
"pswq_final","matrix",1998,2,-8.94540863169682e-17,1,-2.18982264802704,-0.777701230318623,-0.00745318429584942,0.762794861726925,1.91816693076109,65,"-0.0716405214644139"
"q2","matrix",2000,0,1.38934211391681e-15,1,-16.6009350539228,0.00415127158137743,0.00415127158137743,0.00415127158137743,16.6092375970856,4,"0.00415127158137743"
"hai1","haven_labelled",2000,0,1.4905,0.797011520419775,0,1,1,2,3,4,"1"
"hai2","haven_labelled",2000,0,1.048,0.822212878157782,0,0,1,1,3,4,"1"
"hai3","haven_labelled",2000,0,1.8075,0.767292720582914,0,1,2,2,3,4,"2"
"hai4","haven_labelled",2000,0,1.033,0.71285698603666,0,1,1,1,3,4,"1"
"hai5","haven_labelled",2000,0,1.1585,0.88812844570368,0,1,1,2,3,4,"1"
"hai6","haven_labelled",2000,0,0.5455,0.711465277733714,0,0,0,1,3,4,"0"
"hai7","haven_labelled",2000,0,0.7295,0.769822098300325,0,0,1,1,3,4,"0"
"hai8","haven_labelled",2000,0,0.649,0.788739535605712,0,0,0,1,3,4,"0"
"hai9","haven_labelled",2000,0,0.566,0.663222385000675,0,0,0,1,3,4,"0"
"hai10","haven_labelled",2000,0,1.055,0.811359446901334,0,0.75,1,2,3,4,"1"
"hai11","haven_labelled",2000,0,1.0895,0.855485638593027,0,0,1,2,3,4,"1"
"hai12","haven_labelled",2000,0,0.547,0.712070587976452,0,0,0,1,3,4,"0"
"hai13","haven_labelled",2000,0,0.843,0.756066675901805,0,0,1,1,3,4,"1"
"hai14","haven_labelled",2000,0,1.0295,0.661701348296321,0,1,1,1,3,4,"1"
"hai15","haven_labelled",2000,0,1.1795,0.788410137728224,0,1,1,2,3,4,"1"
"hai16","haven_labelled",2000,0,0.98,0.718232503416883,0,0,1,1,3,4,"1"
"hai17","haven_labelled",1999,1,0.906453226613307,0.882911609164781,0,0,1,1,3,4,"1"
"hai18","haven_labelled",1999,1,0.92096048024012,0.877225970512907,0,0,1,2,3,4,"0"
"miss_items_hai","numeric",2000,0,0.001,0.0316148659632607,0,0,0,0,1,2,"0"
"hai_final","matrix",1998,2,-1.3712023714401e-16,1,-2.01290474902214,-0.753879745492954,-0.0671388344770322,0.61960207653889,3.93884981311585,51,"-0.753879745492954"
"q1","matrix",2000,0,1.23906986474381e-14,1,-0.0223606797749855,-0.0223606797749855,-0.0223606797749855,-0.0223606797749855,44.6989988702208,2,"-0.0223606797749855"
"altruism_1","haven_labelled",2000,0,2.713,1.08867975631308,0,2,3,4,4,5,"3"
"altruism_2","haven_labelled",2000,0,1.4325,1.18665404558867,0,0,1,2,4,5,"2"
"altruism_3","haven_labelled",2000,0,2.368,1.0959820200597,0,2,2,3,4,5,"2"
"altruism_4","haven_labelled",2000,0,2.721,1.05342956904032,0,2,3,4,4,5,"3"
"altruism_5","haven_labelled",2000,0,2.377,1.16942497723826,0,2,2,3,4,5,"2"
"altruism_6","haven_labelled",2000,0,3.037,1.03545501280441,0,2,3,4,4,5,"4"
"altruism_7","haven_labelled",2000,0,2.4935,1.14831052356463,0,2,3,3,4,5,"2"
"altruism_8","haven_labelled",2000,0,2.192,1.39646376806839,0,1,2,3,4,5,"3"
"altruism_9","haven_labelled",2000,0,1.495,1.23480256263272,0,0,1,2,4,5,"0"
"altruism_10","haven_labelled",2000,0,2.6195,1.10196502369936,0,2,3,3,4,5,"3"
"altruism_11","haven_labelled",2000,0,1.946,1.31641576837928,0,1,2,3,4,5,"2"
"altruism_12","haven_labelled",2000,0,2.8465,1.15438470711718,0,2,3,4,4,5,"4"
"altruism_13","haven_labelled",2000,0,2.564,1.17753866121216,0,2,3,4,4,5,"3"
"altruism_14","haven_labelled",2000,0,2.282,1.24709808227477,0,1,2,3,4,5,"2"
"miss_items_altrusim","numeric",2000,0,0,0,0,0,0,0,0,1,"0"
"altruism_final","matrix",2000,0,-3.1549188175134e-16,1,-3.11135221723219,-0.666429508977077,-0.00818108752377704,0.744102822708566,2.15463515439421,56,"0.0858544012552658"
"submissionid","character",2000,0,NA,NA,NA,NA,NA,NA,NA,2000,"666307fb4b9c0330ea9c09bf"
"statusv_p","character",2000,0,NA,NA,NA,NA,NA,NA,NA,2,"APPROVED"
"customstudytncsacceptedatv_p","character",2000,0,NA,NA,NA,NA,NA,NA,NA,1,"Not Applicable"
"startedatv_p","character",2000,0,NA,NA,NA,NA,NA,NA,NA,2000,"2024-06-07T13:15:45.507000Z"
"completedatv_p","character",2000,0,NA,NA,NA,NA,NA,NA,NA,1996,""
