"variable","type","n_total","n_missing","mean","sd","min","q25","median","q75","max","unique","mode"
"studentstatusv_p","character",0,264,NA,NA,NA,NA,NA,NA,NA,1,NA
"employmentstatusv_p","character",0,264,NA,NA,NA,NA,NA,NA,NA,1,NA
"sample","factor",264,0,NA,NA,NA,NA,NA,NA,NA,1,"SONA"
"duration_minutes","numeric",264,0,283.251262626263,1025.51025046929,4.15,14.075,18.8666666666667,33.5583333333333,7135.6,245,"12.6333333333333"
"attention_check2_sona","haven_labelled",264,0,3,0,3,3,3,3,3,1,"3"
"attention_check3_sona","haven_labelled",264,0,1,0,1,1,1,1,1,1,"1"
"age_factor","character",264,0,NA,NA,NA,NA,NA,NA,NA,12,"18"
"college_year","matrix",264,0,-1.94162019285728e-16,1,-1.01720442618531,-1.01720442618531,-0.0226045428041182,0.971995340577075,1.96659522395827,4,"-1.01720442618531"
"organized_religion_collapse","factor",264,0,NA,NA,NA,NA,NA,NA,NA,3,"Christianity"
"race_NHtoAsian","factor",224,40,NA,NA,NA,NA,NA,NA,NA,6,"White"
"health_self_total","matrix",264,0,9.65987174246886e-17,1,-0.899121817298574,-0.899121817298574,-0.0633184378379277,0.772484941622718,3.27989508000466,6,"-0.899121817298574"
"health_self_any","factor",264,0,NA,NA,NA,NA,NA,NA,NA,2,"TRUE"
"health_firstdegree_total","matrix",264,0,1.586754520391e-17,1,-0.996918410640421,-0.996918410640421,-0.361202322695805,0.274513765248812,4.72452638086113,8,"-0.996918410640421"
"health_firstdegree_any","factor",264,0,NA,NA,NA,NA,NA,NA,NA,2,"TRUE"
"health_2nddegree_total","matrix",264,0,-7.24142327146838e-17,1,-1.40047032418063,-0.922172567927481,0.0344229445788253,0.512720700831979,2.90420948209775,10,"-0.443874811674328"
"health_2nddegree_any","factor",264,0,NA,NA,NA,NA,NA,NA,NA,2,"TRUE"
"health_relative_total","matrix",264,0,4.22198182349242e-17,1,-1.57182399771136,-0.872647021475809,-0.173470045240259,0.52570693099529,3.32241483593749,14,"0.176118442877515"
"health_relative_any","factor",264,0,NA,NA,NA,NA,NA,NA,NA,2,"TRUE"
